Major Occupation Group ID,Major Occupation Group,Minor Occupation Group ID,Minor Occupation Group,Broad Occupation ID,Broad Occupation,Detailed Occupation ID,Detailed Occupation,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333011,Bailiffs,2019,35372.11475409836,77203.6232767138,4.0,61.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333011,Bailiffs,2020,36043.03389830508,80281.38537895119,4.0,59.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333011,Bailiffs,2021,22406.78125,72788.82318014253,2.0,32.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333011,Bailiffs,2022,29817.46153846154,75930.22377890174,3.0,39.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333011,Bailiffs,2023,59698.61538461538,48712.20944931485,2.0,13.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333012,Correctional officers and jailers,2018,47075.12437810945,11522.320706179207,49.0,1206.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333012,Correctional officers and jailers,2019,46619.51950718686,9634.290790704443,64.0,1461.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333012,Correctional officers and jailers,2020,47064.710638297875,9587.694409294194,70.0,1645.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333012,Correctional officers and jailers,2021,48170.19730077121,10554.531319731683,73.0,1556.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333012,Correctional officers and jailers,2022,54533.15504400813,11518.707629458106,67.0,1477.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333012,Correctional officers and jailers,2023,62030.40333716916,16470.108636344645,74.0,1738.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2014,71488.6497005988,38592.94867762878,19.0,334.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2015,67809.7374005305,34780.20287207516,19.0,377.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2016,74117.4061696658,29165.586447397614,17.0,389.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2017,73635.54626865672,33663.34286543619,15.0,335.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2018,67932.80528846153,26523.07217293862,20.0,416.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2019,72419.27948717949,32183.92369621919,20.0,390.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2020,76019.50555555556,34306.077967168414,20.0,360.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2021,76320.79487179487,23041.534237566968,26.0,585.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2022,81980.71362940276,22130.586044306005,29.0,653.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333021,Detectives & criminal investigators,2023,87897.76888217522,27785.809705647014,29.0,662.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2014,60634.53280839895,11668.887443311956,129.0,2667.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2015,60361.47072157159,11953.95519994811,126.0,2647.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2016,59724.56133687808,12340.41559866647,125.0,2633.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2017,61871.7920927062,11809.095054104573,126.0,2934.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2018,64156.92327365729,12515.58274971668,118.0,2737.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2019,61128.71557659208,12993.220298988455,118.0,2324.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2020,69510.42747813411,13197.939863589041,129.0,2744.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2021,73053.27456864215,13606.460441013623,128.0,2666.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2022,73090.71809784468,15555.533811241497,137.0,2923.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,333050,Police officers,2023,75165.56248042593,15288.096604829481,144.0,3193.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2014,32056.71153846154,56283.61702371124,10.0,156.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2015,38509.96153846154,52815.08748782045,10.0,130.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2016,49747.42424242424,27234.82150620117,6.0,66.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2017,47788.87719298246,29273.548681768953,11.0,114.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2018,46766.47368421053,25947.32317874113,12.0,133.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2019,49666.47297297297,29279.647357037913,14.0,148.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2020,55561.585106382976,25745.303169699007,13.0,188.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2021,55938.040935672514,34867.176810916564,13.0,171.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2022,67033.9918032787,42241.068887630005,10.0,122.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,3330XX,Miscellaneous law enforcement workers,2023,68664.2945736434,45722.118371364704,11.0,129.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2014,44282.0,96604.52587296753,2.0,18.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2015,43230.642857142855,60905.66485627043,3.0,28.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2016,15037.09090909091,40104.55399702991,4.0,110.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2017,14581.318965517241,38415.37421147935,5.0,116.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2018,13707.452830188678,41733.8726239708,4.0,106.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2019,12779.34857142857,17253.2205136364,5.0,175.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2020,10768.142857142857,9656.469273067436,4.0,168.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2021,16127.0,9802.709520306755,3.0,82.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2022,18333.885057471263,3644.676547624633,2.0,87.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339011,Animal control workers,2023,19016.416666666668,4562.7115590957565,2.0,72.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339021,Private detectives & investigators,2014,59678.587591240874,49988.092239512785,11.0,274.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339021,Private detectives & investigators,2015,57086.2017167382,56857.08450179881,12.0,233.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339021,Private detectives & investigators,2016,54277.084,42904.69290640343,12.0,250.0
310000-390000,Service Occupations,330000,Protective service occupations,330000,Protective service occupations,339021,Private detectives & investigators,2017,49330.76896551724,21960.871451363157,12.0,290.0
